law_nm,article_number,hang_number,article_title,structural_index,entity_type,concept,subject,action,object,legal_force,full_text,cross_law_refs,intra_law_refs,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
자본시장법,제360조,5,금융기관의 단기금융업무,"[6, 2, 360, 5]",PROCEDURE,심사기간 산정 시 보완기간 제외,,산입하지 아니한다,총리령으로 정하는 기간,PROHIBITIVE,제360조(금융기관의 단기금융업무) ⑤ 제4항의 심사기간을 산정함에 있어서 인가신청서 흠결의 보완기간 등 총리령으로 정하는 기간은 산입하지 아니한다.<개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제360조,6,금융기관의 단기금융업무,"[6, 2, 360, 6]",ACTOR,금융기관 인가 시 조건 부과,금융위원회,조건을 붙일 수 있다,조건,PERMISSIVE,제360조(금융기관의 단기금융업무) ⑥ 금융위원회는 제4항에 따라 인가를 하는 경우에는 경영의 건전성 확보 및 투자자 보호에 필요한 조건을 붙일 수 있다.<개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제360조,7,금융기관의 단기금융업무,"[6, 2, 360, 7]",PROCEDURE,인가 조건의 취소 또는 변경 요청,인가를 받은 자,조건의 취소 또는 변경을 요청,조건,PERMISSIVE,"제360조(금융기관의 단기금융업무) ⑦ 제6항에 따라 조건이 붙은 인가를 받은 자는 사정의 변경, 그 밖에 정당한 사유가 있는 경 우에는 금융위원회에 조건의 취소 또는 변경을 요청할 수 있다. 이 경우 금융위원회는 2개월 이내에 조건의 취소 또는 변경 여부를 결정하고, 그 결과를 지체 없이 신청인에게 문서로 통 지하여야 한다.<개정 2008. 2. 29.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
자본시장법,제360조,8,금융기관의 단기금융업무,"[6, 2, 360, 8]",PROCEDURE,금융기관 단기금융업무 인가 사항의 공고,금융위원회,공고하여야 한다,인가의 내용 등,MANDATORY,제360조(금융기관의 단기금융업무) ⑧ 금융위원회는 제4항에 따라 인가를 한 경우에는 다음 각 호의 사항을 관보 및 인터넷 홈 페이지 등에 공고하여야 한다.<개정 2008. 2. 29.> 1. 인가의 내용 2. 인가의 조건(조건을 붙인 경우에 한한다) 3. 인가의 조건을 취소하거나 변경한 경우 그 내용,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.3,3
자본시장법,제360조,9,금융기관의 단기금융업무,"[6, 2, 360, 9]",REGULATION,단기금융업무 인가요건 유지 의무,단기금융회사,유지하여야 한다,인가요건,MANDATORY,"제360조(금융기관의 단기금융업무) ⑨ 단기금융회사는 인가를 받아 그 영업을 영위함에 있어서 제2항 각 호의 인가요건(제6호 를 제외하며, 제2호 및 제5호의 경우에는 대통령령으로 정하는 완화된 요건을 말한다)을 유 지하여야 한다.<개정 2021. 6. 8.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제360조,10,금융기관의 단기금융업무,"[6, 2, 360, 10]",PROCEDURE,인가 신청 및 심사 절차,대통령령,정한다,인가 신청 및 심사 사항,PERMISSIVE,"제360조(금융기관의 단기금융업무) ⑩ 제1항부터 제8항까지의 규정에 따른 인가신청서의 기재사항ㆍ첨부서류 등 인가의 신청 에 관한 사항과 인가심사의 방법ㆍ절차, 그 밖에 필요한 사항은 대통령령으로 정한다. 법제처 216 국가법령정보 센터 자본시장과 금융투자업에 관한 법률",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,제361조,,준용규정,"[6, 2, 361, None]",REGULATION,준용규정,,준용,제33조,,"제361조(준용규정) 제33조,",,제361조; 제33조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제339조,,제2항제1호 및 제3호를 제외한다,"[6, 2, 339, None]",REGULATION,단기금융회사의 규정 준용,단기금융회사,준용,"제339조, 제342조, 제352조제1항 및 제416조",MANDATORY,"제339조(제2항제1호 및 제3호를 제외한다), 제342조, 제352조제1항 및 제416조는 단기금융회사에 그 인가받은 단기금융업무 범위에서 준용한다.",,제339조; 제342조; 제352조제1항; 제416조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,3
자본시장법,제362조,1,단기금융업무의 적용배제 등,"[6, 2, 362, 1]",REGULATION,단기금융업무 적용 배제,금융투자업인가를 받은 자,보지 아니한다,기업어음증권에 대한 투자매매업 또는 투자중개업,PERMISSIVE,제362조(단기금융업무의 적용배제 등) ① 투자매매업 또는 투자중개업에 관한 금융투자업인가 를 받은 자가 기업어음증권에 대한 투자매매업 또는 투자중개업을 영위하는 경우에는 이를 단기금융업무로 보지 아니한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
자본시장법,제362조,2,단기금융업무의 적용배제 등,"[6, 2, 362, 2]",REGULATION,단기금융업무의 적용배제,단기금융회사,보지 아니한다,기업어음증권에 대한 투자매매업 또는 투자중개업,PERMISSIVE,제362조(단기금융업무의 적용배제 등) ② 단기금융회사(종합금융회사를 포함한다)가 해당 업무를 영위하는 경우에는 이를 기업어 음증권에 대한 투자매매업 또는 투자중개업으로 보지 아니한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제363조,,단기금융회사에 대한 검사,"[6, 2, 363, None]",CONCEPT,단기금융회사에 대한 검사,,,,,제363조(단기금융회사에 대한 검사),,제363조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.1,3
자본시장법,제419조,,제2항부터 제4항까지 및 제8항을 제외한다,"[6, 2, 419, None]",PROCEDURE,검사 규정의 준용,,준용한다,제419조,,제419조(제2항부터 제4항까지 및 제8항을 제외한다)는 단 기금융회사에 대한 검사에 관하여 준용한다.,,제419조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
자본시장법,제364조,1,단기금융회사에 대한 조치,"[6, 2, 364, 1]",ACTOR,단기금융회사 인가 취소,금융위원회,인가를 취소할 수 있다,단기금융회사 인가,PERMISSIVE,"제364조(단기금융회사에 대한 조치) ① 금융위원회는 단기금융회사가 다음 각 호의 어느 하나 에 해당하는 경우에는 제360조제1항에 따른 인가를 취소할 수 있다. <개정 2008. 2. 29.> 1. 거짓, 그 밖의 부정한 방법으로 제360조제1항에 따른 인가를 받은 경우 2. 인가조건을 위반한 경우 3. 제360조제9항에 따른 인가요건 유지의무를 위반한 경우 4. 업무의 정지기간 중에 업무를 한 경우 5. 금융위원회의 시정명령 또는 중지명령을 이행하지 아니한 경우 6. 별표 12 각 호의 어느 하나에 해당하는 경우로서 대통령령으로 정하는 경우 7. 대통령령으로 정하는 금융관련 법령 등을 위반한 경우로서 대통령령으로 정하는 경우 8. 그 밖에 투자자의 이익을 현저히 해할 우려가 있거나 해당 업무를 영위하기 곤란하다고 인정되는 경우로서 대통령령으로 정하는 경우",,제360조제1항; 제360조제1항; 제360조제9항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제364조,2,단기금융회사에 대한 조치,"[6, 2, 364, 2]",ACTOR,단기금융회사에 대한 조치,금융위원회,조치를 할 수 있다,단기금융회사,PERMISSIVE,제364조(단기금융회사에 대한 조치) ② 금융위원회는 단기금융회사가 제1항 각 호(제6호를 제외한다)의 어느 하나에 해당하거나 별표 12 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당하는 조치를 할 수 있다.<개정 2008. 2. 29.> 1. 6개월 이내의 업무의 전부 또는 일부의 정지 2. 계약의 인계명령 3. 위법행위의 시정명령 또는 중지명령 4. 위법행위로 인한 조치를 받았다는 사실의 공표명령 또는 게시명령 5. 기관경고 6. 기관주의 7. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제364조,3,단기금융회사에 대한 조치,"[6, 2, 364, 3]",ACTOR,단기금융회사 임원에 대한 조치,금융위원회,조치를 할 수 있다,단기금융회사 임원,PERMISSIVE,제364조(단기금융회사에 대한 조치) ③ 금융위원회는 단기금융회사의 임원이 제1항 각 호(제6호를 제외한다)의 어느 하나에 해당 하거나 별표 12 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당하는 조치를 할 수 있다.<개정 2008. 2. 29.> 1. 해임요구 2. 6개월 이내의 직무정지 3. 문책경고 4. 주의적 경고 법제처 217 국가법령정보 센터 자본시장과 금융투자업에 관한 법률 5. 주의 6. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제364조,4,단기금융회사에 대한 조치,"[6, 2, 364, 4]",ACTOR,단기금융회사에 대한 조치 요구,금융위원회,조치를 요구할 수 있다,단기금융회사,PERMISSIVE,제364조(단기금융회사에 대한 조치) ④ 금융위원회는 단기금융회사의 직원이 제1항 각 호(제6호를 제외한다)의 어느 하나에 해당 하거나 별표 12 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당하는 조치를 그 단기금융회사에 요구할 수 있다.<개정 2008. 2. 29.> 1. 면직 2. 6개월 이내의 정직 3. 감봉 4. 견책 5. 경고 6. 주의 7. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제364조,5,단기금융회사에 대한 조치,"[6, 2, 364, 5]",REGULATION,단기금융회사 및 임직원에 대한 조치 준용,단기금융회사 및 그 임직원,준용,제422조제3항 및 제423조부터 제425조까지의 규정,MANDATORY,제364조(단기금융회사에 대한 조치) ⑤ 제422조제3항 및 제423조부터 제425조까지의 규정은 단기금융회사 및 그 임직원에 대한 조치 등에 관하여 준용한다. 제7장 명의개서대행회사,,제422조제3항; 제423조; 제425조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제365조,1,명의개서대행회사의 등록,"[7, 2, 365, 1]",PROCEDURE,명의개서대행업무 등록,증권의 명의개서를 대행하는 업무를 영위하려는 자,등록하여야 한다,금융위원회,MANDATORY,제365조(명의개서대행회사의 등록) ① 증권의 명의개서를 대행하는 업무를 영위하려는 자는 금 융위원회에 등록하여야 한다. <개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제365조,2,명의개서대행회사의 등록,"[7, 2, 365, 2]",PROCEDURE,명의개서대행회사 등록 요건,등록을 하려는 자,요건을 갖추어야 한다,등록 요건,MANDATORY,제365조(명의개서대행회사의 등록) ② 제1항에 따른 등록을 하려는 자는 다음 각 호의 요건을 모두 갖추어야 한다.<개정 2016. 3. 22.> 1. 전자등록기관 또는 전국적인 점포망을 갖춘 은행일 것 2. 전산설비 등 대통령령으로 정하는 물적 설비를 갖출 것 3. 대통령령으로 정하는 이해상충방지체계를 구축하고 있을 것,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제365조,3,명의개서대행회사의 등록,"[7, 2, 365, 3]",PROCEDURE,명의개서대행회사 등록 신청,등록을 하려는 자,등록신청서 제출,등록신청서,MANDATORY,제365조(명의개서대행회사의 등록) ③ 제1항에 따른 등록을 하려는 자는 금융위원회에 등록신청서를 제출하여야 한다.<개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.5,3
자본시장법,제365조,4,명의개서대행회사의 등록,"[7, 2, 365, 4]",PROCEDURE,명의개서대행회사 등록 결정 및 통지,금융위원회,등록 여부 결정 및 통지,신청인,MANDATORY,"제365조(명의개서대행회사의 등록) ④ 금융위원회는 제3항의 등록신청서를 접수한 경우에는 그 내용을 검토하여 2개월 이내에 등록 여부를 결정하고, 그 결과와 이유를 지체 없이 신청인에게 문서로 통지하여야 한다. 이 경우 등록신청서에 흠결이 있는 때에는 보완을 요구할 수 있다.<개정 2008. 2. 29.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제365조,5,명의개서대행회사의 등록,"[7, 2, 365, 5]",REGULATION,검토기간 산정 방식,,산입하지 아니한다,총리령으로 정하는 기간,PROHIBITIVE,제365조(명의개서대행회사의 등록) ⑤ 제4항의 검토기간을 산정함에 있어서 등록신청서 흠결의 보완기간 등 총리령으로 정하는 기간은 검토기간에 산입하지 아니한다.<개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.7,1
자본시장법,제365조,6,명의개서대행회사의 등록,"[7, 2, 365, 6]",REGULATION,명의개서대행회사 등록 거부 제한,금융위원회,등록을 거부하여서는 아니 된다,등록,MANDATORY,제365조(명의개서대행회사의 등록) ⑥ 금융위원회는 제4항의 등록 여부를 결정함에 있어서 다음 각 호의 어느 하나에 해당하는 사유가 없는 한 그 등록을 거부하여서는 아니 된다.<개정 2008. 2. 29.> 1. 제2항의 등록요건을 갖추지 아니한 경우 2. 제3항의 등록신청서를 거짓으로 작성한 경우 3. 제4항 후단의 보완요구를 이행하지 아니한 경우,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제365조,7,명의개서대행회사의 등록,"[7, 2, 365, 7]",PROCEDURE,명의개서대행회사 등록 공고,금융위원회,기재 및 공고,등록결정 내용,MANDATORY,"제365조(명의개서대행회사의 등록) ⑦ 금융위원회는 제4항에 따라 등록을 결정한 경우 명의개서대행회사등록부에 필요한 사항 을 기재하여야 하며, 등록결정한 내용을 관보 및 인터넷 홈페이지 등에 공고하여야 한다.<개 정 2008. 2. 29.> 법제처 218 국가법령정보 센터 자본시장과 금융투자업에 관한 법률",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,2
자본시장법,제365조,8,명의개서대행회사의 등록,"[7, 2, 365, 8]",ACTOR,등록요건 유지 의무,명의개서대행회사,유지하여야 한다,등록요건,MANDATORY,제365조(명의개서대행회사의 등록) ⑧ 명의개서대행회사는 등록 이후 그 영업을 영위함에 있어서 제2항 각 호의 등록요건을 계 속 유지하여야 한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제365조,9,명의개서대행회사의 등록,"[7, 2, 365, 9]",PROCEDURE,명의개서대행회사 등록 신청 및 절차,대통령령,정한다,등록 신청 및 검토에 관한 사항,MANDATORY,"제365조(명의개서대행회사의 등록) ⑨ 제1항부터 제7항까지의 규정에 따른 등록신청서의 기재사항ㆍ첨부서류 등 등록의 신청 에 관한 사항과 등록검토의 방법ㆍ절차, 그 밖에 필요한 사항은 대통령령으로 정한다.",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제366조,,명의개서대행회사의 부수업무,"[7, 2, 366, None]",PERMISSIVE,명의개서대행회사의 부수업무,명의개서대행회사,영위할 수 있다,부수업무,PERMISSIVE,제366조(명의개서대행회사의 부수업무) 명의개서대행회사는 증권의 배당ㆍ이자 및 상환금의 지급을 대행하는 업무와 증권의 발행을 대행하는 업무를 영위할 수 있다.,,제366조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제367조,,준용규정,"[7, 2, 367, None]",REGULATION,준용규정,,준용,제54조,,"제367조(준용규정) 제54조,",,제367조; 제54조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제63조,,증권의 명의개서를 대행하는 업무를 담당하는 임직원에 한 한다,"[7, 2, 63, None]",REGULATION,명의개서대행업무 관련 규정 준용,명의개서대행회사,준용,"제63조, 제64조 및 제416조",MANDATORY,"제63조(증권의 명의개서를 대행하는 업무를 담당하는 임직원에 한 한다), 제64조 및 제416조는 명의개서대행회사에 준용한다.",,제63조; 제64조; 제416조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제368조,,명의개서대행회사에 대한 검사,"[7, 2, 368, None]",ACTOR,명의개서대행회사에 대한 검사,,검사,명의개서대행회사,,제368조(명의개서대행회사에 대한 검사),,제368조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.2,3
자본시장법,제419조,,제2항부터 제4항까지 및 제8항을 제외한다,"[7, 2, 419, None]",PROCEDURE,명의개서대행회사에 대한 검사 준용,,준용한다,명의개서대행회사에 대한 검사,,제419조(제2항부터 제4항까지 및 제8항을 제외한다 )는 명의개서대행회사에 대한 검사에 관하여 준용한다.,,제419조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제369조,1,명의개서대행회사에 대한 조치,"[7, 2, 369, 1]",ACTOR,명의개서대행회사 등록 취소,금융위원회,등록을 취소할 수 있다,명의개서대행회사,PERMISSIVE,"제369조(명의개서대행회사에 대한 조치) ① 금융위원회는 명의개서대행회사가 다음 각 호의 어 느 하나에 해당하는 경우에는 제365조제1항에 따른 등록을 취소할 수 있다. <개정 2008. 2. 29.> 1. 거짓, 그 밖의 부정한 방법으로 제365조제1항에 따른 등록을 한 경우 2. 제365조제8항에 따른 등록요건 유지의무를 위반한 경우 3. 업무의 정지기간 중에 업무를 한 경우 4. 금융위원회의 시정명령 또는 중지명령을 이행하지 아니한 경우 5. 별표 13 각 호의 어느 하나에 해당하는 경우로서 대통령령으로 정하는 경우 6. 대통령령으로 정하는 금융관련 법령 등을 위반한 경우로서 대통령령으로 정하는 경우 7. 그 밖에 투자자의 이익을 현저히 해할 우려가 있거나 해당 업무를 영위하기 곤란하다고 인정되는 경우로서 대통령령으로 정하는 경우",,제365조제1항; 제365조제1항; 제365조제8항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,0
자본시장법,제369조,2,명의개서대행회사에 대한 조치,"[7, 2, 369, 2]",ACTOR,명의개서대행회사에 대한 조치,금융위원회,조치를 할 수 있다,명의개서대행회사,PERMISSIVE,"제369조(명의개서대행회사에 대한 조치) ② 금융위원회는 명의개서대행회사가 제1항 각 호(제5호를 제외한다)의 어느 하나에 해당하 거나 별표 13 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당하는 조치를 할 수 있다.<개정 2008. 2. 29.> 1. 6개월 이내의 업무의 전부 또는 일부의 정지 2. 명의개서대행계약, 그 밖의 계약의 인계명령 3. 위법행위의 시정명령 또는 중지명령 4. 위법행위로 인한 조치를 받았다는 사실의 공표명령 또는 게시명령 5. 기관경고 6. 기관주의 7. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제369조,3,명의개서대행회사에 대한 조치,"[7, 2, 369, 3]",ACTOR,명의개서대행회사 임원에 대한 조치,금융위원회,조치를 할 수 있다,명의개서대행회사의 임원,PERMISSIVE,제369조(명의개서대행회사에 대한 조치) ③ 금융위원회는 명의개서대행회사의 임원이 제1항 각 호(제5호를 제외한다)의 어느 하나에 해당하거나 별표 13 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당 하는 조치를 할 수 있다.<개정 2008. 2. 29.> 1. 해임요구 2. 6개월 이내의 직무정지 3. 문책경고 법제처 219 국가법령정보 센터 자본시장과 금융투자업에 관한 법률 4. 주의적 경고 5. 주의 6. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제369조,4,명의개서대행회사에 대한 조치,"[7, 2, 369, 4]",ACTOR,명의개서대행회사에 대한 조치 요구,금융위원회,조치를 요구할 수 있다,명의개서대행회사,PERMISSIVE,제369조(명의개서대행회사에 대한 조치) ④ 금융위원회는 명의개서대행회사의 직원이 제1항 각 호(제5호를 제외한다)의 어느 하나에 해당하거나 별표 13 각 호의 어느 하나에 해당하는 경우에는 다음 각 호의 어느 하나에 해당 하는 조치를 그 명의개서대행회사에 요구할 수 있다.<개정 2008. 2. 29.> 1. 면직 2. 6개월 이내의 정직 3. 감봉 4. 견책 5. 경고 6. 주의 7. 그 밖에 위법행위를 시정하거나 방지하기 위하여 필요한 조치로서 대통령령으로 정하는 조치,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제369조,5,명의개서대행회사에 대한 조치,"[7, 2, 369, 5]",REGULATION,명의개서대행회사 및 임직원에 대한 조치 준용,명의개서대행회사 및 그 임직원,준용,제422조제3항 및 제423조부터 제425조까지의 규정,MANDATORY,제369조(명의개서대행회사에 대한 조치) ⑤ 제422조제3항 및 제423조부터 제425조까지의 규정은 명의개서대행회사 및 그 임직원에 대한 조치 등에 관하여 준용한다. 제8장 금융투자 관계 단체,,제422조제3항; 제423조; 제425조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,1
자본시장법,제370조,1,금융투자 관계 단체의 설립 및 감독,"[8, 2, 370, 1]",PROCEDURE,금융투자 관계 단체의 설립 허가,설립하고자 하는 자,허가를 받아야 한다,금융위원회,MANDATORY,"제370조(금융투자 관계 단체의 설립 및 감독) ① 투자자 보호 및 건전한 거래질서를 위하여 투 자자, 주권상장법인 또는 대통령령으로 정하는 자로 구성되는 단체를 설립하고자 하는 자는 금융위원회의 허가를 받아야 한다. <개정 2008. 2. 29., 2009. 2. 3.>",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제370조,2,금융투자 관계 단체의 설립 및 감독,"[8, 2, 370, 2]",PROCEDURE,금융투자 관계 단체 설립 허가 심사,금융위원회,심사,허가 사항,MANDATORY,"제370조(금융투자 관계 단체의 설립 및 감독) ② 금융위원회는 제1항의 허가를 하고자 하는 경우에는 다음 각 호의 사항을 심사하여야 한 다.<개정 2008. 2. 29., 2013. 5. 28.> 1. 설립취지 2. 해당 단체의 재산상황과 수지 전망 3. 발기인 및 임원의 인적 구성 4. 자본시장과 금융투자업에 대한 기여도",,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,3
자본시장법,제370조,3,금융투자 관계 단체의 설립 및 감독,"[8, 2, 370, 3]",PROCEDURE,금융투자 관계 단체 설립 허가 사항,대통령령,정한다,필요한 사항,MANDATORY,제370조(금융투자 관계 단체의 설립 및 감독) ③ 제1항의 허가에 관하여 필요한 사항은 대통령령으로 정한다.,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제370조,4,금융투자 관계 단체의 설립 및 감독,"[8, 2, 370, 4]",PROCEDURE,정관 변경 보고 의무,단체,보고,정관 변경,MANDATORY,제370조(금융투자 관계 단체의 설립 및 감독) ④ 제1항의 허가를 받은 단체는 정관을 변경한 경우에는 이를 지체 없이 금융위원회에 보고 하여야 한다.<개정 2008. 2. 29.>,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
자본시장법,제371조,,금융투자 관계 단체에 대한 검사,"[8, 2, 371, None]",CONCEPT,금융투자 관계 단체에 대한 검사,,,,,제371조(금융투자 관계 단체에 대한 검사),,제371조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.4,3
자본시장법,제419조,,제2항부터 제4항까지 및 제8항을 제외한다,"[8, 2, 419, None]",REGULATION,검사 규정의 준용,,준용한다,금융투자 관계 단체에 대한 검사,,제419조(제2항부터 제4항까지 및 제8항을 제외한다 )는 금융투자 관계 단체에 대한 검사에 관하여 준용한다.,,제419조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
자본시장법,제372조,1,금융투자 관계 단체에 대한 조치,"[8, 2, 372, 1]",ACTOR,금융투자 관계 단체에 대한 허가 취소,금융위원회,허가를 취소할 수 있다,금융투자 관계 단체의 허가,PERMISSIVE,"제372조(금융투자 관계 단체에 대한 조치) ① 금융위원회는 금융투자 관계 단체가 다음 각 호의 어느 하나에 해당하는 경우에는 제370조제1항에 따른 허가를 취소할 수 있다. <개정 2008. 2. 29.> 1. 거짓, 그 밖의 부정한 방법으로 제370조제1항에 따른 허가를 받은 경우 법제처 220 국가법령정보 센터 자본시장과 금융투자업에 관한 법률 2. 허가조건을 위반한 경우 3. 정관에 따른 목적 외의 업무를 영위한 경우 4. 그 밖에 투자자 보호 또는 건전한 거래질서를 해할 우려가 있는 경우로서 대통령령으로 정하는 경우",,제370조제1항; 제370조제1항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제372조,2,금융투자 관계 단체에 대한 조치,"[8, 2, 372, 2]",,Unknown,,,,,제372조(금융투자 관계 단체에 대한 조치) ②,,,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.3,3
자본시장법,제423조,,제2호를 제외한다,"[8, 2, 423, None]",PROCEDURE,금융투자 관계 단체의 허가 취소 준용,금융투자 관계 단체,준용,허가 취소,,"제423조(제2호를 제외한다), 제424조제1항ㆍ제2항 및 제425조는 금융투자 관계 단체의 허가 취소에 관하여 준용한다.<개정 2008. 2. 29.> 제7편 거래소 <개정 2013. 5. 28.> 제1장 총칙",,제423조; 제424조제1항; 제425조,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.6,3
자본시장법,제373조,,무허가 시장개설행위 금지,"[1, 2, 373, None]",REGULATION,무허가 시장개설행위 금지,누구든지,개설 또는 운영 금지,금융투자상품시장,PROHIBITIVE,"제373조(무허가 시장개설행위 금지) 누구든지 이 법에 따른 거래소허가를 받지 아니하고는 금 융투자상품시장을 개설하거나 운영하여서는 아니 된다. 다만, 다음 각 호의 어느 하나에 해당 하는 경우에는 그러하지 아니하다. 1. 다자간매매체결회사가 제78조에 따라 다자간매매체결업무를 하는 경우 2. 협회가 제286조제1항제5호에 따라 증권시장에 상장되지 아니한 주권의 장외매매거래에 관한 업무를 하는 경우 3. 그 밖에 거래소 외의 자가 금융투자상품의 매매체결에 관한 업무를 수행하더라도 공정한 가격 형성, 매매 그 밖의 거래의 안정성 및 효율성의 도모 및 투자자의 보호에 우려가 없는 경우로서 대통령령으로 정하는 경우 [전문개정 2013. 5. 28.]",,제373조; 제78조; 제286조제1항제5호,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,0
자본시장법,제373조의2,1,거래소의 허가,"[1, 2, 373, 1]",PROCEDURE,거래소 허가,금융투자상품시장을 개설하거나 운영하려는 자,거래소허가를 받아야 한다,거래소허가,MANDATORY,"제373조의2(거래소의 허가) ① 금융투자상품시장을 개설하거나 운영하려는 자는 다음 각 호의 사항을 구성요소로 하여 대통령령으로 정하는 시장개설 단위의 전부나 일부를 선택하여 금융 위원회로부터 하나의 거래소허가를 받아야 한다. 1. 매매의 대상이 되는 금융투자상품의 범위(증권 및 장내파생상품을 말하되, 증권 중 주권, 그 밖에 대통령령으로 정하는 것을 포함한다) 2. 회원(거래소시장에서의 거래에 참가할 수 있는 자로서 제387조제1항의 회원관리규정에 따른 자를 말한다. 이하 같다)이 되는 자의 범위",,제387조제1항,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,2
